lead_id,niche,business_name,phone,email,website,address,city,state,source_url,contact_group_id,business_group_id,location_group_id,dedupe_status,dedupe_reason,outreach_suppression_key,quality_score,extraction_timestamp,website_domain,normalized_phone,normalized_email,validation_status,rejection_reason
lead_5fda81b1eac4,property_manager,"Cambridge Management, Ltd.",(708) 403-0140,,http://cambridge-management.com,17581 Cambridge Pl,Tinley Park,IL,https://hoamanagementcompanies.net/cambridge-management-ltd,contact_012,business_012,location_012,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+17084030140,75,2026-04-25T23:08:32.122044Z,cambridge-management.com,+17084030140,,valid,
lead_2efc4bf46ef9,property_manager,Citrus HOA Management,(909) 435-0099,,https://citrushoa.com,127 E State St,Redlands,CA,https://hoamanagementcompanies.net/citrus-hoa-management,contact_029,business_029,location_029,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19094350099,75,2026-04-25T23:08:42.576271Z,citrushoa.com,+19094350099,,valid,
lead_4b5b62c3754b,property_manager,Cooper Zedah Management,(972) 332-4611,,https://cooperzadeh.homes,3990 Spring Valley Rd,Apt 898 Dallas,TX,https://hoamanagementcompanies.net/cooper-zedah-management,contact_020,business_020,location_020,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19723324611,75,2026-04-25T23:08:36.466290Z,cooperzadeh.homes,+19723324611,,valid,
lead_3c7127bdf8b1,property_manager,Diamond HOA Management,(310) 579-9270,,http://westhollywoodhoa.com,8560 Sunset Blvd,#200 West Hollywood,CA,https://hoamanagementcompanies.net/diamond-hoa-management,contact_030,business_030,location_030,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+13105799270,75,2026-04-25T23:08:43.285717Z,westhollywoodhoa.com,+13105799270,,valid,
lead_010df19a4a73,property_manager,"Essex Association Management, LP",(972) 428-2030,,http://essexhoa.com,1512 Crescent Dr Ste 112,Carrollton,TX,https://hoamanagementcompanies.net/essex-association-management-lp,contact_021,business_021,location_021,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19724282030,75,2026-04-25T23:08:36.985829Z,essexhoa.com,+19724282030,,valid,
lead_5f81d69d35fa,property_manager,Forth Group - Condo & HOA Management,(312) 379-0400,,http://forthgrp.com,22 E Cullerton St,Chicago,IL,https://hoamanagementcompanies.net/forth-group-condo-hoa-management,contact_001,business_001,location_001,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+13123790400,75,2026-04-25T23:08:22.892863Z,forthgrp.com,+13123790400,,valid,
lead_5fd26600b3bb,property_manager,"Guardian Association Management, LLC",(972) 458-2200,,https://guardianam.com,12700 Hillcrest Rd Ste 234,Dallas,TX,https://hoamanagementcompanies.net/guardian-association-management-llc,contact_022,business_022,location_022,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19724582200,75,2026-04-25T23:08:37.557882Z,guardianam.com,+19724582200,,valid,
lead_9c335c310399,property_manager,Gulf Professional Property Management,(469) 600-5080,,https://gulfppm.com,5763 S State Highway 205 Ste 102B,Rockwall,TX,https://hoamanagementcompanies.net/gulf-professional-property-management,contact_023,business_023,location_023,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+14696005080,75,2026-04-25T23:08:38.109391Z,gulfppm.com,+14696005080,,valid,
lead_c5a9b2424b9e,property_manager,HOA Made Easy Management Company Inc,(877) 691-0818,,https://hoamadeeasy.com,5563 Sepulveda Blvd Suite B,Culver City,CA,https://hoamanagementcompanies.net/hoa-made-easy-management-company-inc,contact_031,business_031,location_031,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+18776910818,75,2026-04-25T23:08:43.946125Z,hoamadeeasy.com,+18776910818,,valid,
lead_898400542664,property_manager,"HOA Management Professionals, Inc.",(818) 240-6515,,http://hoamanagepro.com,706 W Broadway # 204,Glendale,CA,https://hoamanagementcompanies.net/hoa-management-professionals-inc,contact_033,business_033,location_033,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+18182406515,75,2026-04-25T23:08:45.401271Z,hoamanagepro.com,+18182406515,,valid,
lead_01ea2b638616,property_manager,HOA Management of Santa Clarita,(661) 476-4403,,http://hoamanagementofsantaclarita.com,19425 Soledad Canyon Rd,PMB 125 Canyon Country,CA,https://hoamanagementcompanies.net/hoa-management-of-santa-clarita,contact_032,business_032,location_032,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+16614764403,75,2026-04-25T23:08:44.645518Z,hoamanagementofsantaclarita.com,+16614764403,,valid,
lead_2649d5636ba7,property_manager,Insight Association Management Company,(214) 494-6002,,http://insightam.com,275 W Campbell Rd Ste 620,Richardson,TX,https://hoamanagementcompanies.net/insight-association-management-company,contact_024,business_024,location_024,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+12144946002,75,2026-04-25T23:08:38.579693Z,insightam.com,+12144946002,,valid,
lead_14539d673be9,property_manager,Main Street HOA Management LLC,(972) 775-6280,,http://mainsthoamgmt.com,209 E Main St,Waxahachie,TX,https://hoamanagementcompanies.net/main-street-hoa-management-llc,contact_014,business_014,location_014,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19727756280,75,2026-04-25T23:08:33.491484Z,mainsthoamgmt.com,+19727756280,,valid,
lead_82352b1f255a,property_manager,Nexus Smart Communities,(949) 491-1444,,https://nexussmartcommunities.com,5151 California Ave,#100 Irvine,CA,https://hoamanagementcompanies.net/nexus-smart-communities,contact_034,business_034,location_034,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19494911444,75,2026-04-25T23:08:46.130130Z,nexussmartcommunities.com,+19494911444,,valid,
lead_21c17ed3f8ac,property_manager,PMI Antelope Valley,(661) 234-8529,,https://lancastercommunitymanagement.com,1043 W Ave,M-4 Palmdale,CA,https://hoamanagementcompanies.net/pmi-antelope-valley,contact_035,business_035,location_035,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+16612348529,75,2026-04-25T23:08:46.818863Z,lancastercommunitymanagement.com,+16612348529,,valid,
lead_d9183d6ac7dd,property_manager,Proper HOA Management,(214) 378-1112,,http://properhoamanage.com,1202 Richardson Dr # 200,Richardson,TX,https://hoamanagementcompanies.net/proper-hoa-management,contact_015,business_015,location_015,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+12143781112,75,2026-04-25T23:08:33.974745Z,properhoamanage.com,+12143781112,,valid,
lead_54b7f7bd38e6,property_manager,"So Cal Property Enterprises, Inc.",(951) 270-3700,,https://socalenterprise.com,1855 Sampson Ave,Corona,CA,https://hoamanagementcompanies.net/so-cal-property-enterprises-inc,contact_036,business_036,location_036,unique,"No stronger duplicate, contact, or business grouping evidence was found.",phone:+19512703700,75,2026-04-25T23:08:47.501839Z,socalenterprise.com,+19512703700,,valid,
